group_id	chunk_id
26261	6
15629	6
11640	6
15362	6
21006	6
5524	6
24094	6
29379	6
18835	6
19766	6
24751	6
1301	6
17611	6
19040	6
16939	6
23498	6
