8595	29575,14428,19939,15801,14149,21872,14781,30219,24799,18937,3036,30040,22021,29915,28947,7998,25726,20550,3295,20190,15430,28469,28081,23914,3533,31640,19379,23588,31056,13407,4027,3468,26096,16191,31201,20906,23025,31074,14637,15266,1402,7864,23627,19532,28739,2283,6135,20421,4268,31768,6534,27604,31432,943,30049,5643,25637,19036,28801,18426,18642,23760,33030,2230,13227,21373,13816,1372,13613,21616,5293,30043,12672,6350,10546,16160,15742,25560,12156,25821,24512,18250,5902,19452,13784,22625,3429,20619,22099,21210,888,18049,20259,28939,26586,25410,4909,4327,32120,7977,27474
21478	1839,3169,13323,14735,13808,21052,22644,21132,28728,21625,22071,26917,11457,30052,6899,19440,9037,29904,20013,28892,25318,19030,19686,24043,22787,11310,3589,18708,16720,8991,23763,7862,18478,16047,24297,29141,31255,27131,10466,29779,29155,11253,768,3757,16888,26950,21812,15715,426,18421,26439,25098,25800,11455,9044,22534,9991
11893	3472,305,2188,11386,6178,1175,8073,6706,6906,15201,17802,796,27064,14836,30686,30829,32636,23733,3722,11704,5923,9193,9131,16156,14706,20382,14425,4519,12033,12153,17692,21967,10259,20504,25723,30340,25329,15736,24305,27529,13678,15822
28769	32875,15023,4061,19218,23850,25100,6015,25147,31866,17216,25048,20876,26647,27332,22777,30354,28012,30751,26315,27999,25481,17856,22013,18445,20612,15741,4544,23856,32118,20519,13406,16541,4250,5757,26980,29796,32707,22666,31262,565,17363,1030,25112,2185,24919,18689,9468,27390,29851,15667,9553,17330,26707,16267,17969,20948,18593,30124,6373,14357,7506,15250,12864,30667,24672,21904
28384	8621,30900,4099,17814,26128,33076,30907,27399,12305,20559,11748,15921,13391,17141,469,10811,15816,32576,6320,8413,19447,2274,13663,11118,7479,8431,6227,28447,28968,22371,32056,1624,16327,17042,18994,2243,25422,7991,2641,26179,30945,23445,19222,20771,7355,3243,11758,6357,13826,24513,22606,32497,6401,9984,32545,801,24729,110,14416,8904,19975,430,23603,15766,12571,14295,15950,16346,12371,22282,19078,1405,16886,20870,15631,17845,21614,12331,4595,10649,32542,8632,26805,19768,8737,6981,27149,3812,17813,25348,27034,13012,1340,3082,27374,24157,694,20286,22882,5556,30630,29213,25657,26086,7196,30642,3886,32648,30017,33130,24308,30613,19793,30781,17822,1852,6174,9542,11970,1303,13577,18776,25963,4323,13896,21647,24221,33257,11122,2610,11911,6988,27798,20098,18691,14391,12748,12766,1633,9267,19700,833,4944,24237,7911,27120,8135,17859,20963,24188,24564,9484,520,1845,27661,24467,17571,7243,20394,1723,8988,21462,13247,3272,25042,20015,10482,16435,11604,2645,15153
20375	6779,9105,22295,32985,4744,5899,25985,23069,15931,7553,9739,1450,248,7305,22664,25861,3792,22448,23517,2152,20124,7912,10778,15365,20238,20800,21392,20973,31528,1412,2189,14183,31184,18096,15561,19713,7516,18038,31605,736,27213,4100,22208,31150,5736,20859,13434,15,18053,14291,22719,28921,31198,8384,2439,29873,21431,20804,26399,28440,10450,8333,22020,30273,20542,20960,24431,23874,11795,4239,6594,3883,14678,25110,17149,3418,8735,9852,12364,11004,14812,26873,23583,20471,28558,26549,16378,21894,1,12874,30074,16701,11168,12624,18270,1210,21930,24583,15639,33091,11737,20822,9809,11539,19243,32926,30988,15928,25212,28425,4116,23443,15573,2377,8509,564,5731,13370,8655,6943,24106,24434,11067,20970,10480,11583,11976,14520,31288,29175,11420,29284,13131,19,26858,5202,16807,17683,30931,24098,7599,24226,6983,27834,2705,5316,25798,30470,26270,26196,10861,2191,15888,25153,11527,17892,14123,13322,6102,8336,26028,69,10185,22996,31354,26547,6034,26973,3050,21382,27289,1892,23337,22841,4415,18988,18920,32800,23936,27263,19255,22999,31370,3955,5525,11597,20391,10627,12369
8144	13283,13087,13083,3292,10559,25650,25217,23803,10141,12515,26642,22658,28684,25958,17433,8115,5159,13117,27765,26461,13472,18664,5378,13041,15730,1708,20418,17468,21588,21359,22548,14453,26306,18652,27733,22369,20562,32418,1539,25648,28631,28016
3543	1905,19918,2181,11242,10397,14748,21670,10758,13494,25190,20158,92,20270,333,12847,17796,18008,24264,24837,22755,10993,33306,3983,18161,33293,33070,5668,2020,14348,22876,30139,25380,12719,7510,9677,1032,787,16062,20762,19072,30654,7643,17753,29212,30295,5275,9845,21870,22273,12404,22262,27376,11294,25107,12575,3348,7318,30592,31809,17676,7459,30859,12798,3077,16508,24835,18874,4371,20952,22782,30754,6816,10195,15835,6702,31409,19576,27992,1283,2110,4906,22812,1735,20743,25143,10599,17233,2140,26121,18089,336,11331,24531,30553,28062,6515,32957,17686,18241,1255,17818,662,19636,31431,24371,33248,29014,12958,17323,13814,17772,19655,7267,17461,24114,5435,20150,5055,26380,10862,29604,9488,10119,27807,30190,13922,22019,16913,6084
29291	13089,28949,12196,261,8238,13543,26101,4952,8152,28396,28488,19568,8724,9096,10747,27333,32296,8832,18508,16029,26928,9139,25620,20916,26209,2894,22673,29366,8006,424,3426,7852,25428,18370,18579,5521,13474,500,15993,5679,6562,13800,22141,13677,4192,27721,16089,5730,2017,103,20670,26207,25960,25628,31016,13612,993,1066,24122,31495,4127,28573,16491,20113,6057,16805,31906,32850,5428,8258,27215,22476,31949,25462,13226,18882,4788,28167,21674,786,16527,23314,30753,30957,20227,992,3850,14339,17012,489,23731,24319,25191,32165,6378,30378,18054,19086,22442,22992,6551,5290,26371,18503,24764,30627,6579,13267,4332,28979,2336,6009,30888,8530,30577,3879,30462,5988,31223,8869,17595,30891,15985,29656,8931,28025,12879,13000,22465,16075,4504,9137,11157,5703,6693,31268,7526,517,30109,8411,23094,21624,3007,17791,30150,26115,5790,5935,7870,2413,20796,25245,6786,2489,32044,24988,12182,21547,28477,12747,9066,7879,1456,13894,29120,9597,32148,32150,28189,20594,991
9613	23385,2128,27854,8511,24833,17105,19970,1147,340,17512,4753,18907,2433,30884,9796,14714,17819,1310,29856,2412,24524,10979,3904,23223,19326,32883,1354,19347,17498,2042,1165,4651,22082,18092,14102,16704,16210,19855,24978,17762,29042,27656,10425,14441,1568,29063,23264,4741,10415,26902,4777,25368,18334,22566,13020,30789,11254,30083,7498,14374,32889,13923,7595,5384,19703,14290,8316,4271,12514,9186,30823,10043,20183,27086,16838,7698,14920,6633
398	14786,14312,20664,18491,21538,15545,14816,28621,24920,30035,16835,28252,22038,11753,18569,20604,29219,14996,30327,31400,7195,7204,13062,16275,16594,12008,28117,28245,107,7743,10422,11907,19250,6622,16810,16684,8424,8640,14661,19724,23458,30441,17170,22973,15925,23178,25831,27815,7709,2075,27007,17780,2573,27265,20101,24395,24925,23340,28929,9559,27698,10067,14753,27270,16180,32137
22223	16333,21327,8567,7559,861,32529,23003,24818,12581,32614,22130,31066,8318,4270,33289,14771,13655,7386,30780,14690,22773,19432,21424,7426,32679,7172,28759,18549,22351,25026,9837,11498,21742,17935,11954,3119,4365,32806,579,4853,1394,12522,24552,25520,538,13324,19563,12266,23817,24116,18792,28020,15317,4059,16979,7264,11746,10890,11425,27532,8470,31690,20178,10334,5410,14653,1731,8253,9599,175,8129,19223,23280,32337,11667,19149,7447,10431,17930,25926,22570,5881,17838,32066,26613,11137,12559,29803,2201,17040,4900,5874,9687,32633,12108,4682,24353,24701,24515,18681,153,16521,24198,16400,30921,31615,13525,24119,22961,30914,30814,20493,5977,21655,5764,1389,29055,29421,32233,18158,16897,25255,21302,28615,32962,6372,23844,32476,4838,10658,15870,18275,30137,3220,21215,14884,5847,19798,32054,19580,15557,30746,17705,12163,2065,7962,21487,16926,23267,10911,1584,23693,27702,8197,28593,29885,8114,17409,18852,27972,24379,26793,1022,5133,9270,10824,19690,4961,31703,2613,25293,4614,20721,18232,12502,5298,26587,2730,20454,32582,10787,3154,25977,27472,7580,27456,27706,7627,32283
4101	27691,17113,14278,27219,17406,1935,18764,16032,7076,26242,22844,610,26429,22668,3081,29119,22031,32272,8088,10371,27779,20085,4095,3622,33282,12234,17816,32080,8462,5274
3743	26173,24232,32113,3636,5863,8123,26265,21649,31290,11061,3764,13941,19170,27586,22274,13884,17225,27123,23963,13987,18063,16509,15068,26001,2204,12400,13739,25802,3052,13240,11175,11256,29682,32035,32947,22237,28694,13743,4936,1336,24145,25471,21498,3170,1677,18368,4351,25878,23565,15896,26530,6065,17030,27128,20354,16778,18187,214,23384,11473,25029,29410,11470,18331,1119,29596,31833,18795,25358,27993,26165,29684,3393,12586,15536,6509,22358,4642
8154	28435,2917,32422,23925,20380,6526,25228,10059,25053,6581,22703,24048,8239,9907,26144,9619,24970,13295,19196,9688,23712,18156,17812,5308,8158,13899,16005,16412,26483,22441,968,16268,15813,2678,870,21933,22805,11696,19410,9424,30538,4275,26692,8712,16980,16545,6578,22530,1128,21871,12887,1946,20514,8466,20253,8930,14941,25524,28977,14621,809,21814,32572,16240,27736,23464,19486,31214,4181,3933,8224,22264,12644,2916,14173,19160,6306,8513,7795,31461,2942,13926,5987,25881,5654,13881,20962,12048,26509,22152,12043,27543,29528,17778,30488,4138,837,21450,15135,30570,16760,14782,10678,12780,8465,26880,10660,19934,25040,30013,15884,28812,19241,5570,8054,11363,8380,10186,12560,31951,6969,2005,620
2081	14759,17249,16691,4992,25439,3785,31622,30187,26652,3026,8791,2369,25115,17092,9063,9043,28210,12565,4988,30926,27887,21810,22966,23764,32880,17858,12466,9222,20857,2211,8090,4637,3033,6903,24707,9643,15588,28382,10357,20121,11831,23547,25634,13390,26963,21995,5128,4676,2196,6511,17991,1190,19298,32391,12745,32516,14975,16712,24205,2914,27403,5756,26568,9606,21610,11643,20503,24448,3940,26281,10168,23399,16694,12326,22836,24659,146,15729,19309,17318,10919,15625,28356,3085,11952,14185,18005,3284,26047,17283,8504,6402,24647,25469,2535,20834,24847,32265,17964,22946,18347,7661,8273,11798,8477,17996,10341,22596,12157,11186,6793,25248,17036,14512,21365,22067,21054,31517,7414,19334,31479,3345,7724,24477,33265,29476
26378	7208,28083,22247,25681,23826,2414,11874,23343,26826,476,27241,25357,11207,8501,20116,10446,2663,19510,6242,14353,29075,8952,6249,12168,26872,18408,9418,12189,2623,30315,20370,22834,27061,15077,3365,8502,30951,15078,2830
9404	33122,5301,356,5748,8520,31487,14949,10230,1387,4752,31456,26773,31238,19476,9350,25850,18744,24955,31871,21223,21838,32867,31365,13786,303,12080,4465,19092,9501,18794,16960,22981,28747,19106,7565,19475,24063,32413,22385,28135,11357,3855,11700,1863,25016,25025,27546,15332,14933,10985,22792,3194,29490,29072,31164,16898,1230,23361,26379,15042,21505,29248,31838,30297,18110,3068,6214,33193,21652,11842,15722,15725,23774,429,15293,28082,18649,21767,16455,20108,302,16666,30056,7957,3686,25737,7495,22438,7405,744,2593,32149,11063,3391,14133,813,16876,14579,8908,25509,24727,23562,21144,12283,29305,4160,6752,11927,874,21788,3921,21620,27968,3075,18010,8890,4814
685	9801,23461,9986,10996,24039,5827,16612,1998,32599,30213,25961,337,7281,437,9142,15356,26125,16353,14514,14807,19807,19261,5619,18902,16239,17944,19073,6736,13428,23977,19687,28086,31153,20968,5692,31313,14334,19954,9196,31765,32925,5634,15313,11051,18598,27563,28981,5064,25745,18550,13128,23934,20285,28531,4428,25282,17614,26014,7907,32940,32988,17021,20216,16384,19634,9616,16024,22275,4843,14062,20348,14026,14345,19271,14659,7586,4567,30680,9661,8821,11391,9485,16762,7005,14222,9014,22502,23333,19637,11594,8813,6734,11352
4081	28486,9998,11337,5952,10205,13245,19726,16242,20269,4912,1979,5751,20567,1877,11463,28289,13366,18383,29949,27205,127,26492,2014,27312,27365,28194,15282,16759,26664,31034,11120,16698,26620,4115,6673,9134,10392,10860,29818,19783,14066,18446,30204,29262,20232,31663,4922,3610,13843,21437,20684,33228,5892,15163,4495,9929,14482,2312,16614,23756,9923,32513,18983,14564,11505,18954,22294,10560,19826,6443,14485,14202,32178,13732,27954
20279	30582,29759,29959,28655,32543,8641,2340,27118,27385,31385,32713,30127,372,28437,19104,4301,22192,15980,3978,5329,28771,13051,28429,25404,20202,28483,239,6979,7402,18897
33231	16709,5347,20196,28917,15872,18459,28241,30777,19746,588,19077,5787,11444,31307,25607,29621,33139,27409,33131,30853,12859,27480,8578,5061,8759,32461,21313,1990,22473,19819
549	8646,23183,12706,30969,9874,28278,5913,14718,17236,20217,5947,5177,24225,29801,16971,20298,23328,17774,10362,30601,25804,1244,5734,25982,25879,13140,28592,16678,7967,23855,22456,5797,7992,11483,15554,17867,7298,24259,7578,19146,19207,30047,5950,25139,26273,20669,13237,21017,16842,11397,13442,21127,30002,5331
20679	10336,17157,22507,11663,629,16744,2700,27825,32157,5053,17723,19885,22925,8648,29300,3067,3250,182,24661,6805,23942,31179,4248,15705,31325,23471,31927,2755,16975,24697,13138,3973,12634,16235,23111,18543,9462,7947,211,19267,19899,17081,8697,17313,9400,24820,24163,32179,21549,21222,24581,27020,17336,22113,27057,25252,2451,21477,32635,33094,26362,23322,8406,29875,31626,25815,19518,17824,16370,22063,13161,17750,13787,770,26538,31945,12224,31760,6284,24102,21773,6563,24337,32525,867,14230,20144,12821,4390,2515,1843,15054,15716,28815,6679,24411,698,12551,27753,5551,23678,22235,28737,8194,6339,23867,1984,10047,14386,6016,4412,24838,29272,10590,12497,27459,16377,4285,13924,2675,28140,1654,15767,3493,11154,23444,29459,26167,6523,18705,13313,6090,32560,19441,20162,29326,18349,26227,4336,6877,14292,8417,5964,4377,12015,23586,26593,203,30503,15591,20697,17740,11126,19349,17412,20931,23714,22797,7894,9420,26777,240,15529,29689,5745,4978,5418,31712,8121,12630,32639,30009,29955,750,11219
4163	4994,18423,18670,25206,24744,27913,4205,4779,1010,13971,15883,23052,1322,18959,677,1429,20814,33175,4799,7540,8506,24281,20174,10908,14422,1065,26226,29388,15694,22050
3666	23208,9092,2482,5060,22332,27260,31995,20693,28693,32428,28555,22311,20275,13796,19125,23113,5259,12918,31623,20979,111,13047,21226,20055,12788,14421,22823,19173,2024,8314,14940,6055,15290,27869,31883,14971,428,21676,25128,23880,234,16394,25427,288,8870,20351,4410,17247,1084,22547,4122,16942,22453,4255,11178,16272,16097,7845,24405,27781,28712,1763,29760,14894,10457,67,23597,18440,9454,19904,3514,23245,23827,16258,10674,7292,31199,25218,15559,598,22657,29199,23923,10445,14143,20605,14749,1226,14417,23459,11638,24565,32896,22585,21284,31083,18031,1205,16677
30038	10375,13173,20813,6555,10453,5789,17079,16802,15755,29278,31822,9710,4091,25158,13182,19556,32937,11653,6836,25130,28987,875,236,25598,7666,25180,28823,9069,10672,28108,21607,10340,26783,6574,18547,21236,15604,2322,25867,27082,6319,32036,16363,700,26328,11706,21699,149,25287,21100,29718,10171,8989,1193,2267,22128,21948,27487,1285,27619,19857,7456,17011
31465	31756,26113,31160,1383,23142,12254,911,7592,26422,18883,11707,19096,14854,31264,30499,8087,1830,12285,14998,6024,32490,25887,14021,24052,25864,29979,8612,28352,29192,28068,4190,28024,12041,9797,31599,26545,21857,17067,18163,22401,30539,2391,24138,27417,8579,739,23701,11719,30618,11322,14726,32232,10444,27524,19007,22110,16901,1092,14636,31477,942,25399,25679,28935,31421,11460,29696,15001,16070,15092,12340,13449,3603,7326,23727,7073,21637,25632,28680,11988,29540,28305,10869,25378,1807,27950,12035,19670,18271,8330,19339,31104,8707,8447,31257,1062,3952,19137,28277,8700,7317,22760,23188,15382,12884,9511,12382,8534,18819,1956,29858,8878,31170,1530,8343,16196,29946,4501,23415,33269,31086,263,11584,13482,22060,2629,15778,1693
26374	9833,28362,11135,2781,995,1262,3260,32247,10082,22184,31108,30551,30087,1944,5479
15843	22991,18274,22481,5361,25421,1814,16336,10534,12314,22910,30899,27256,12010,27189,10468,12530,28282,19266,589,13698,14697,20779,1704,13147,15490,18460,14960,2156,27224,19573,3932,11032,13289,3261,26962,3997,1879,3864,3001,20556,18977,10717,14440,24929,18580,8471,30176,21901,25511,31417,13203,1421,29196,25296,15399,2780,8355,22322,10551,20797,17973,12595,28850,1700,20136,19297,22533,26283,9620,24329,21770,32536,16749,17196,30335,15627,14336,23281
14003	2394,32912,16878,18091,30154,14688,28403,21639,24850,23584,20964,13920,20388,24657,293,31132,14114,31502,21708,29515,28790,12471,1201,10909,25688,20021,30547,7915,11690,19942,28431,5399,31305,11818,14001,5491,7881,11671,25687,12773,27654,29978,6037,32127,9304,22741,19635,8125,7749,31092,11544,23554,13082,22862,21077,18521,31689,20140,32956,19068,13097,16930,21713,11034,28563,11661,30419,16613,1874,31773,7715,15981,15309,22357,9571,23931,29695,6100,25919,19461,635,12348,29285,29381,30514,15296,24569,26984,12545,17735,28370,7288,16533,17925,14819,1007,24597,10566,19869,27549,5253,12789,30268,30210,8797,25484,21753,20423,21591,4652,16415,28383,2150,15983,25596,30159,20316,23631,20304,22439,8094,22232,7064,20366,7371,4126,32528,23502,26760,13573,1318,2886,21294,10927,23948,31882,5557,32658,2902,18434,18200,16330,8077,1364,8962,33202,16364,18175,9592,9965,9520,10607,11014,2480,29163,1077,10569,18209,30180,1623,3118,13955,24723,14083,14999,29004,18123,10284,23036,13596,13991,12974,5074,30225,1060,26708,9406,1011,29053,10125,14316,20311,25673,11569,2839,31806,7069,16099,23334,5322,22195,21050,5407,30885,30357,18305,18143,20046,28106,19692,15772,3845,17682,30226,5318,19239,10642,18230,14924,7302,28600,21890,2790,19042,16021,5404,20472,2281,33226,9344,25346,19034,6662,901,681,25914,20058,1918,5777,15798,29855,9953,5694,13475,15411,6796,25967,7717,25058,13603,3843,18515,18289,14870,23602,637,19426,27591,15644,28369,27010,25162,7000,13647,10879,3449,11374,24813,1249,13344,9557,28813,26688,12289,23086,4140,22244,5707,32195,23179,8722,12671,19911,26255,15799,3307,402,11259,22604,32811,13422,19520,27856,24863,28107,25443,32427,5337,19537,27107,1315,20014,30106,17393,1745,14535,32674,298,8748,23449,9745,13463,19380,22794,17014,15453,13917,8315,13398,13052,17310,28032,10698,29171,16505,11724,26240,25833
20209	27840,20386,20823,32730,13959,18728,3548,13008,21249,21723,33166,12457,19413,24651,20631,16421,24280,9352,16941,18680,24008,17475,16069,15532,31755,23248,12112,5725,29184,209,2906,26478,9585,6576,3747,30876,31855,13340,29905,1786,32447,18805,11999,21007,31686,11644,7887,12652,27981,13867,1076,9365,30760,17135,397,10110,32486,25345,1697,7442,276,29658,20317,9724,12060,22384,28589,11899,13952,1591,28137,17696,16560,14071,27386,30846,3389,16995,5295,33167,13611,14852,29793,13854,5492,24109,12809,22403,31217,6705,8666,23656,17678,16366,16947,33086,25258,19386,14429,23784,28571,8301,14445,32432,22337,25183,26959,16688,6144,30294,9103,33236,592,25698,27900,32719,22162,4206,32415,3753,8768,8587,6600,15220,13916,24553,1148,26375,25460,319,10602,2905,13957,19262,25269,25683,28451,3553,13261,21343,3549,7994,29542,19586,26333,14423,7249,22954,11873,1081,11167,16994,31168,18088,18213,27457,3132,3874,28852,14976,25631,23666,10012,14660,1042
2702	23312,9919,8777,4246,13722,2381,26925,11693,11458,22043,28951,31856,9231,29271,391,29267,16450,24610,27754,19288,27958,30856,9416,18526,20114,27234,27353,14811,21482,13235,15114,14504,29468,1976,4470,30535,18314,933,2182,11226,640,6101,20630,17837,22454,29737,9127,2533,5775,8761,8848,11843,13792,6355,17529,17660,26043,309,26360,26100,9307,27133,9567,9232,29762,24523,9750,32739,22724,2694,6595,3896,8913,11906,3793,5511,10812,14731,10455,18514,15485,23564,18718,8883,3266,12968,9617,10004,23973,26322,29958,27447,1680,17998,32055,23081,9864,16536,19991,4346,13946,11057,31041,3885,1468,9581,10165,11030,23574,31503,4414,33071,2142,4718,33045,20989,14994,28281,8419,2693,18737,21529,7198,26454,6413,22027,16534,30705,19788,5235,7853,18554,32354,5059,12728,22049,32312,1339,1570,22105,27739,10822,33154,4970,21678,31545,11146,19895,17876,20064,21278,26911,94,23227,6301,9733,8145,1663,31735,9429,18310,13518,25054,14568,3800,13046,7787,26063,5584,30015,26237,18966,26406,5578,14294,22316,31903,18465,24695,14863,9011,16914,27437,2545,25239,21337,29612,1277,28941,29434,18470,16387,9926,22932,3755,16163,24045,20303,29611,1071,29229,4925,29031,10720,7360,26732,5038,32456,30369,16853,1682,31329,1741,1875,25265,6387,2818,30671,8159,1086,2027,12567,13411,18636,12785,33162,5762,29751,14746,11236,32057,21034,5900,10229,18184,32662,32729,18025,19578,128,14158,19247,28228,26368,8774,17596,30659,8993,8474,18023,7805,21114,8658,12180,16343,31110,21080,21295,10784,13241,18663,31603,1951
29746	23160,13098,11303,3078,5108,19786,6894,10614,13979,22716,23534,24772,30750,2992,5587,4153,33152,30063,11551,23001,6959,10369,3123,8970,8973,31723,5101,31590,17605,9298,14679,18627,28671,3271,19473,13490,23475,26560,10856,23578,7077,9285,8196,8231,32270
4433	20215,18432,28436,28564,10394,20129,30288,32556,25994,724,13777,26544,4941,1724,10813,20802,31645,2821,27067,27890,23822,13985,9022,15363,27369,4767,6704,11261,19638,26166,3363,13003,20996,25264,5075,7983,5441,23434,5656,3774,8453,5858,7582,15945,13749,14533,18972,25071,2226,6876,20715,27960,22149,6666,8490,19672,29306,29216,12344,12320,8758,4607,11486,30565,31109,20057,3054,6778,22239,29044,3051,6039,15449,10011,23663,18360,13277,25758,3454,18855,21507,19376,11385,31352,10581,244,18557,9089,27538,5795,19066,29373,15988,9755,7770,4611,2539,7773,22827,8894,2428,6318,31830,8034,23595,19399,22578,29785,28511,622,20195,25902,61,12132
